id,action,user_auth_token_id,client_ip,auth_token_hash,created_at,path,user_agent
606951,rotate,17864,50.83.78.7,Qyt0f...,2022-01-18 12:01:10 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
606952,rotate,17864,50.83.78.7,yXBhQ...,2022-01-18 12:02:10 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
595375,rotate,17466,166.205.124.42,g9c9+...,2021-11-24 07:34:02 UTC,/t/using-textexpander-with-drafts/5030,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
615839,rotate,17866,50.83.78.7,VJiFy...,2022-02-27 20:56:51 UTC,/t/script-error-syntaxerror-json-parse-error-unexpected-identifier-drafts-line-number-53-column-35/12187/2,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
615842,rotate,17866,50.83.78.7,i1HH0...,2022-02-27 21:06:58 UTC,/topics/timings,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
615844,rotate,17866,50.83.78.7,4IZbd...,2022-02-27 21:08:26 UTC,/topics/timings,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
615857,rotate,17866,50.83.78.7,Mnibu...,2022-02-27 21:39:44 UTC,/t/12187/posts.json,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
605225,rotate,17866,50.83.78.7,VA9aV...,2022-01-10 21:09:28 UTC,/t/keyboard-shortcuts-on-ipad/10389,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1"
604859,rotate,17864,50.83.78.7,b0e82...,2022-01-09 04:31:24 UTC,/letter_avatar_proxy/v4/letter/c/a698b9/50.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
604861,rotate,17864,50.83.78.7,b0oyc...,2022-01-09 04:32:37 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
604862,rotate,17864,50.83.78.7,b4qn9...,2022-01-09 04:40:01 UTC,/latest.json,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
604863,rotate,17864,50.83.78.7,/dONz...,2022-01-09 04:50:42 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
604864,rotate,17864,50.83.78.7,b1Ty2...,2022-01-09 04:51:42 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
614465,rotate,17866,50.83.78.7,PviaK...,2022-02-22 03:18:34 UTC,/t/using-drafts-templates/3728,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
604909,rotate,17864,104.28.104.119,CZ5vk...,2022-01-09 11:21:55 UTC,/u/recent-searches,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
601934,rotate,17864,75.20.153.174,/lEQF...,2021-12-26 10:13:40 UTC,/t/capturing-content-from-websites-turning-links-into-markdown-links/10183,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
604911,rotate,17864,104.28.104.119,uK0Qz...,2022-01-09 11:53:12 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
604912,rotate,17864,104.28.104.119,PmSCe...,2022-01-09 11:54:21 UTC,/post_action_users,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
611339,rotate,17864,50.83.78.7,FR7wz...,2022-02-08 05:50:50 UTC,/t/suggestions-requests-for-a-webdav-neocities-in-my-case-action-group/11994,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
604915,rotate,17864,104.28.104.119,vRuPA...,2022-01-09 12:10:41 UTC,/t/list-of-apps-with-x-callback-url-spec/11703,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
601939,rotate,17864,75.20.153.174,6z4cv...,2021-12-26 11:59:47 UTC,/latest.json,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
612820,rotate,17866,50.83.78.7,o7X+G...,2022-02-15 13:43:12 UTC,/manifest.webmanifest,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
598184,generate,17864,50.83.78.7,/E7hx...,2021-12-08 10:35:11 UTC,/auth/twitter/callback,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
615941,rotate,17866,50.83.78.7,L+Cwc...,2022-02-28 08:00:09 UTC,/t/using-notion-with-drafts/12107,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
604938,rotate,17864,172.225.216.229,0jnWO...,2022-01-09 13:59:31 UTC,/u/recent-searches,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
598196,generate,17866,50.83.78.7,DV2hA...,2021-12-08 12:20:09 UTC,/auth/twitter/callback,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Mobile/15E148 Safari/604.1"
598197,rotate,17866,50.83.78.7,uw2F3...,2021-12-08 12:30:09 UTC,/t/using-drafts-templates/3728/print,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Mobile/15E148 Safari/604.1"
598199,rotate,17866,50.83.78.7,APO6g...,2021-12-08 12:43:01 UTC,/topics/timings,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Mobile/15E148 Safari/604.1"
598200,rotate,17866,50.83.78.7,jqM6X...,2021-12-08 12:44:10 UTC,/topics/timings,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Mobile/15E148 Safari/604.1"
598218,rotate,17866,107.115.203.39,8dkOl...,2021-12-08 13:58:11 UTC,/t/using-drafts-templates/3728,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Mobile/15E148 Safari/604.1"
612880,rotate,17866,50.83.78.7,e59cH...,2022-02-15 18:34:02 UTC,/t/rfc-syntax-definition-format/6687,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
614585,rotate,17866,107.119.41.107,jYaq+...,2022-02-22 19:25:53 UTC,/manifest.webmanifest,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
611441,rotate,17866,50.83.78.7,2vyfx...,2022-02-08 20:00:25 UTC,/t/get-the-content-of-the-current-draft/11418,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
611443,rotate,17866,50.83.78.7,PepM2...,2022-02-08 20:10:53 UTC,/t/suggestions-requests-for-a-webdav-neocities-in-my-case-action-group/11994,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
614612,rotate,17866,50.83.78.7,0288O...,2022-02-22 23:40:42 UTC,/t/re-sharing-another-s-de-listed-theme-to-the-directory/12151,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
617029,rotate,17866,50.83.78.7,XlK9p...,2022-03-04 16:21:46 UTC,/manifest.webmanifest,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
617063,rotate,17866,166.205.124.70,RDC8f...,2022-03-04 19:13:28 UTC,/t/setup-drafts-on-ios-with-working-copy/9197,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
620130,rotate,17866,50.83.78.7,3/QCR...,2022-03-18 19:56:05 UTC,/t/posting-to-mastodon-from-drafts-native-action-service/12089,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
616109,rotate,17866,107.119.41.66,6u2Sx...,2022-02-28 20:33:59 UTC,/t/drafts-31-released-interface-refresh-notion-support/12165,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
611588,rotate,17866,50.83.78.7,0MD/t...,2022-02-09 16:45:01 UTC,/t/suggestions-requests-for-a-webdav-neocities-in-my-case-action-group/11994,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
613062,rotate,17866,50.83.78.7,mCfAF...,2022-02-16 16:45:43 UTC,/t/drafts-26-released-custom-syntax-themes/10072,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
613073,rotate,17866,50.83.78.7,Fb58/...,2022-02-16 17:18:51 UTC,/t/drafts-26-released-custom-syntax-themes/10072/2,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
613090,rotate,17866,50.83.78.7,WOwt2...,2022-02-16 17:45:39 UTC,/t/using-notion-with-drafts/12107/1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
607589,rotate,17866,50.83.78.7,sa8CC...,2022-01-21 01:34:50 UTC,/t/using-drafts-templates/3728,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1"
618190,rotate,17866,50.83.78.7,P7Lm+...,2022-03-09 21:52:23 UTC,/t/using-notion-with-drafts/12107,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
620197,rotate,17866,50.83.78.7,CfN81...,2022-03-18 22:37:25 UTC,/t/using-drafts-with-obsidian/11221,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
618198,rotate,17866,50.83.78.7,+Bi3F...,2022-03-09 22:36:11 UTC,/t/using-notion-with-drafts/12107/15,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
620627,rotate,17864,50.83.78.7,FlSQI...,2022-03-20 17:40:46 UTC,/t/using-notion-with-drafts/12107,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"
619120,rotate,17864,50.83.78.7,+wJBQ...,2022-03-14 08:05:49 UTC,/letter_avatar_proxy/v4/letter/d/73ab20/50.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
619121,rotate,17864,50.83.78.7,3Xn3A...,2022-03-14 08:06:57 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
619122,rotate,17864,50.83.78.7,kRThb...,2022-03-14 08:07:58 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
618248,rotate,17866,50.83.78.7,EDskN...,2022-03-10 06:04:00 UTC,/t/using-notion-with-drafts/12107/15,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
603074,rotate,17864,50.83.78.7,bhuz0...,2022-01-01 01:08:37 UTC,/user_avatar/forums.getdrafts.com/blue/64/4923_2.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
603076,rotate,17864,50.83.78.7,Si8sP...,2022-01-01 01:09:50 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
603078,rotate,17864,50.83.78.7,t8MVV...,2022-01-01 01:11:51 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
603077,rotate,17864,50.83.78.7,tT7uv...,2022-01-01 01:10:51 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
620971,rotate,17864,50.83.78.7,xVZ5e...,2022-03-22 01:15:59 UTC,/t/easy-access-to-files-on-your-mac/11099,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
603080,rotate,17864,50.83.78.7,dFl2N...,2022-01-01 01:17:18 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
603081,rotate,17864,50.83.78.7,+EMuR...,2022-01-01 01:18:18 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
603082,rotate,17864,50.83.78.7,PdEbp...,2022-01-01 01:19:18 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
603083,rotate,17864,50.83.78.7,bB2xA...,2022-01-01 01:20:18 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
603084,rotate,17864,50.83.78.7,VcsC+...,2022-01-01 01:21:19 UTC,/topics/timings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
571133,seen token,14511,107.117.168.61,dEpg1...,2021-09-17 16:35:24 UTC,/notifications/mark-read,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
571132,rotate,14511,107.117.168.61,dEpg1...,2021-09-17 16:35:21 UTC,/notifications,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
571154,rotate,14511,107.117.168.61,EsIWz...,2021-09-17 16:58:52 UTC,/u/Blue.json,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
571155,seen token,14511,107.117.168.61,EsIWz...,2021-09-17 16:58:52 UTC,/u/blue/preferences/profile,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
617324,rotate,17866,107.119.41.52,iZVrG...,2022-03-06 00:37:17 UTC,/t/drafts-31-released-interface-refresh-notion-support/12165,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
605696,rotate,17866,107.119.41.73,TSBwp...,2022-01-12 21:57:51 UTC,/user_avatar/forums.getdrafts.com/blue/96/4923_2.png,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1"
595911,rotate,17466,107.115.203.95,YC7Ne...,2021-11-27 01:23:17 UTC,/t/tip-publish-a-workspace-to-files-with-shortcuts/11445,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
571194,rotate,14511,107.117.168.61,bcx/J...,2021-09-17 17:50:07 UTC,/t/drafts-28-released-ready-for-new-ios-macos-folder-bookmarks-and-more/11201,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
571195,seen token,14511,107.117.168.61,bcx/J...,2021-09-17 17:50:08 UTC,/message-bus/f354aa5f838f4f6c8c9c86323b4825d6/poll,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
609970,rotate,17864,50.83.78.7,QKYFz...,2022-02-02 04:16:57 UTC,/t/11994/4.json,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
609972,rotate,17864,50.83.78.7,HzMvZ...,2022-02-02 05:47:03 UTC,/t/11994/4.json,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
571206,rotate,14511,107.117.168.61,7ev4m...,2021-09-17 18:00:19 UTC,/t/drafts-28-released-ready-for-new-ios-macos-folder-bookmarks-and-more/11201/8,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
571207,seen token,14511,107.117.168.61,7ev4m...,2021-09-17 18:00:23 UTC,/message-bus/ae58da0a270743bab5ea971b90bc8e08/poll,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
571223,rotate,14511,107.117.168.61,+Tj00...,2021-09-17 18:20:12 UTC,/t/11201/posts.json,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
571229,seen token,14511,107.117.168.61,+Tj00...,2021-09-17 18:21:43 UTC,/message-bus/614c77a53ef94962abc21752071d279c/poll,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
607814,rotate,17866,107.119.41.128,VZjZ0...,2022-01-21 19:52:39 UTC,/t/using-drafts-templates/3728,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1"
617402,rotate,17866,50.83.78.7,R5A85...,2022-03-06 11:32:01 UTC,/t/drafts-31-released-interface-refresh-notion-support/12165,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
619255,rotate,17866,50.83.78.7,7TpJo...,2022-03-14 21:57:17 UTC,/manifest.webmanifest,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
619262,rotate,17866,50.83.78.7,vWrBH...,2022-03-14 22:22:39 UTC,/topics/timings,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
571276,rotate,14511,107.117.168.132,HcA69...,2021-09-17 19:35:47 UTC,/t/drafts-28-released-ready-for-new-ios-macos-folder-bookmarks-and-more/11201/9,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
571277,seen token,14511,107.117.168.132,HcA69...,2021-09-17 19:35:49 UTC,/t/drafts-28-released-ready-for-new-ios-macos-folder-bookmarks-and-more/11201,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
571282,rotate,14511,107.117.168.132,rNYaa...,2021-09-17 19:47:29 UTC,/t/drafts-28-released-ready-for-new-ios-macos-folder-bookmarks-and-more/11201,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
619274,rotate,17866,50.83.78.7,NuUwu...,2022-03-14 22:53:05 UTC,/t/12296/posts.json,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
603195,rotate,17864,50.83.78.7,YZUlb...,2022-01-01 15:43:47 UTC,/t/tip-publish-a-workspace-to-files-with-shortcuts/11445,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15"
618450,rotate,17864,50.83.78.7,jG59z...,2022-03-11 04:47:38 UTC,/latest.json,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
615203,rotate,17866,50.83.78.7,Nitis...,2022-02-25 16:51:06 UTC,/manifest.webmanifest,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
615222,rotate,17866,50.83.78.7,2LKjL...,2022-02-25 17:18:48 UTC,/manifest.webmanifest,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
618464,rotate,17864,50.83.78.7,h2naH...,2022-03-11 05:27:03 UTC,/t/using-notion-with-drafts/12107,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
615237,rotate,17866,50.83.78.7,AsYx6...,2022-02-25 17:42:18 UTC,/t/12151/posts.json,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
597750,generate,17845,50.83.78.7,Y8oLx...,2021-12-06 00:54:17 UTC,/auth/twitter/callback,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4736.0 Safari/537.36"
615253,rotate,17866,50.83.78.7,AEc8H...,2022-02-25 18:18:21 UTC,/t/drafts-31-released-interface-refresh-notion-support/12165,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
619303,rotate,17866,50.83.78.7,FDRM/...,2022-03-15 00:34:27 UTC,/t/index-by-tag-with-drafts-open-links-via-siri-shortcuts/12296/2,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
615290,rotate,17866,50.83.78.7,W8DZm...,2022-02-25 20:47:05 UTC,/t/drafts-31-released-interface-refresh-notion-support/12165,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
620400,rotate,17864,50.83.78.7,geaa4...,2022-03-19 20:11:55 UTC,/manifest.webmanifest,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
